
New Run at  04/26/2018 14:23:37
, Time,RandomCTR;LinUCBCTR
data,1241938800,0.0255;0.0434782608696
data,1241938800,0.023;0.031746031746
data,1241938800,0.0263333333333;0.0277777777778
data,1241938800,0.02675;0.0236220472441
data,1241939100,0.0262;0.0294117647059
data,1241939100,0.0256666666667;0.0297202797203
data,1241939100,0.0258571428571;0.0276497695853
data,1241939100,0.026125;0.0287581699346
data,1241939400,0.0258333333333;0.0289351851852
data,1241939400,0.02535;0.0282426778243
data,1241939400,0.0251363636364;0.0264900662252
data,1241939700,0.0250833333333;0.0272647317502
data,1241939700,0.0249230769231;0.0257441673371
data,1241939700,0.0248928571429;0.0244625648629
data,1241939700,0.0248333333333;0.0253077975376
data,1241940000,0.0243125;0.0246113989637
data,1241940000,0.0245882352941;0.0259192284509
data,1241940000,0.0243055555556;0.02539503386
data,1241940300,0.0240789473684;0.0247444862829
data,1241940300,0.0242;0.0234335201223
data,1241940300,0.0242380952381;0.0246615087041
data,1241940600,0.0241818181818;0.0242785158039
data,1241940600,0.0241739130435;0.0255957634598
data,1241940600,0.0240833333333;0.0250212044105
data,1241940600,0.02424;0.0252648736756
data,1241940900,0.0243653846154;0.0250391236307
data,1241940900,0.0241851851852;0.0245468277946
data,1241940900,0.02425;0.0240349599417
data,1241941200,0.0238103448276;0.0235335440815
data,1241941200,0.0237833333333;0.0234454638124
data,1241941200,0.0237419354839;0.024262295082
data,1241941500,0.02375;0.0246163682864
data,1241941500,0.0236363636364;0.0244204018547
data,1241941500,0.0235735294118;0.0243829018663
data,1241941500,0.0235;0.0239555945077
data,1241941800,0.0234305555556;0.0244110133409
data,1241941800,0.0234459459459;0.0237437879625
data,1241941800,0.0233684210526;0.0233682514102
data,1241942100,0.0232820512821;0.0240648705205
data,1241942100,0.023275;0.0241361788618
data,1241942100,0.023256097561;0.023744744002
data,1241942400,0.0231904761905;0.0233397497594
data,1241942400,0.0230581395349;0.0237926972909
data,1241942400,0.0229772727273;0.0234860695372
data,1241942700,0.0229555555556;0.0242261103634
data,1241942700,0.0228695652174;0.0239929561963
data,1241942700,0.0229255319149;0.0245266781411
data,1241943000,0.0229479166667;0.0245849968481
data,1241943000,0.023;0.0246659815005
data,1241943000,0.02295;0.0250802568218
data,1241943300,0.0228039215686;0.0246305418719
data,1241943300,0.0228846153846;0.0250674893945
data,1241943300,0.0228962264151;0.0251941655617
data,1241943600,0.0228240740741;0.0256983240223
data,1241943600,0.0227909090909;0.0260996532214
data,1241943600,0.0227857142857;0.0258203335126
data,1241943900,0.0227807017544;0.0256861365236
data,1241943900,0.0227413793103;0.0257740875281
data,1241943900,0.0226949152542;0.0255798090041
data,1241944200,0.0226583333333;0.0253756260434
data,1241944200,0.0227049180328;0.0258011503698
data,1241944200,0.0226935483871;0.0257239928814
data,1241944500,0.0226904761905;0.0256328610094
data,1241944500,0.02265625;0.0255806654112
data,1241944500,0.0226153846154;0.0252813318946
data,1241944800,0.0227045454545;0.0253222137983
data,1241944800,0.0227014925373;0.0253882915173
data,1241945100,0.0226691176471;0.0250331320866
data,1241945100,0.0226956521739;0.0250651984932
data,1241945100,0.0226642857143;0.0249607759235
data,1241945400,0.0225845070423;0.0247922242569
data,1241945400,0.0225694444444;0.024874930517
data,1241945400,0.0225410958904;0.0248285322359
data,1241945700,0.0224527027027;0.024766544864
data,1241945700,0.0224266666667;0.0245956422938
data,1241945700,0.0223421052632;0.0246962493397
data,1241946000,0.0222792207792;0.024649272322
data,1241946000,0.02225;0.0246202200105
data,1241946000,0.0222341772152;0.0247252747253
data,1241946300,0.0222625;0.0244501940492
data,1241946300,0.0222283950617;0.0242594484168
data,1241946300,0.0222195121951;0.0242118537201
data,1241946600,0.0222590361446;0.0241533864542
data,1241946600,0.0222023809524;0.0238975117024
data,1241946900,0.0221823529412;0.0239053543115
data,1241946900,0.0221337209302;0.0238669238187
data,1241946900,0.0221379310345;0.0237045860631
data,1241947200,0.0220170454545;0.0235460324935
data,1241947200,0.0219775280899;0.0234965685704
data,1241947200,0.0219388888889;0.0233413820858
data,1241947500,0.0218571428571;0.023057701045
data,1241947500,0.0218532608696;0.0230492466832
data,1241947800,0.0218279569892;0.0228208838918
data,1241947800,0.021835106383;0.0226972234465
data,1241947800,0.0218105263158;0.0225563909774
data,1241948100,0.0217760416667;0.0223590408296
data,1241948100,0.0216958762887;0.0223481608212
data,1241948100,0.0216632653061;0.0221752903907
data,1241948400,0.0216666666667;0.0223638833734
data,1241948400,0.021665;0.0226426799007
data,1241948400,0.0216485148515;0.0226970657397
data,1241948700,0.0216078431373;0.0225685659346
data,1241948700,0.021567961165;0.0226452905812
data,1241949000,0.0215576923077;0.0229030339084
data,1241949000,0.0215238095238;0.0228902642696
data,1241949000,0.0214952830189;0.0228465875948
data,1241949300,0.0215046728972;0.0228279714891
data,1241949300,0.0214722222222;0.022716426458
data,1241949300,0.0214449541284;0.0226004728132
data,1241949600,0.0214681818182;0.0229400749064
data,1241949600,0.021481981982;0.0229927684035
data,1241949600,0.0214642857143;0.0229885057471
data,1241949900,0.0214469026549;0.0228659925298
data,1241949900,0.0214210526316;0.0228359960285
data,1241949900,0.021352173913;0.0229185317816
data,1241950200,0.021400862069;0.0229772888573
data,1241950200,0.0213760683761;0.0229672650475
data,1241950500,0.0213855932203;0.0228681155625
data,1241950500,0.0213991596639;0.0229357798165
data,1241950500,0.0213791666667;0.0229145211123
data,1241950800,0.0213636363636;0.023075613079
data,1241950800,0.0213893442623;0.0231340763256
data,1241950800,0.0213902439024;0.0231117065818
data,1241951100,0.0214314516129;0.0230468424994
data,1241951100,0.021396;0.0230578512397
data,1241951100,0.0214087301587;0.0229790726303
data,1241951400,0.0214015748031;0.0230324733458
data,1241951400,0.02143359375;0.0231769361221
data,1241951400,0.0214534883721;0.0232744141406
data,1241951700,0.0214423076923;0.0233425962684
data,1241951700,0.0214160305344;0.0234830575256
data,1241951700,0.0214242424242;0.0233721566482
data,1241952000,0.0214436090226;0.0231818886649
data,1241952000,0.0214291044776;0.0234098259664
data,1241952000,0.0214037037037;0.0233891309333
data,1241952300,0.0213933823529;0.0232822690733
data,1241952300,0.021397810219;0.0232365769289
data,1241952300,0.0214347826087;0.0230717539013
data,1241952300,0.0214424460432;0.0231179608773
data,1241952600,0.0214857142857;0.0230814466333
data,1241952600,0.0214893617021;0.0230690611768
data,1241952600,0.0215246478873;0.0229893393285
data,1241952900,0.021548951049;0.0230215827338
data,1241952900,0.0215833333333;0.0229138411021
data,1241952900,0.0215689655172;0.0228607827872
data,1241953200,0.0215924657534;0.0228422828226
data,1241953200,0.0215816326531;0.0226939459535
data,1241953200,0.0216047297297;0.0228658536585
data,1241953500,0.0216073825503;0.0230636833046
data,1241953500,0.0216033333333;0.0230395843303
data,1241953500,0.021642384106;0.0230486809899
data,1241953500,0.0216875;0.0230234285328
data,1241953800,0.0216797385621;0.0228736248994
data,1241953800,0.0217305194805;0.0228575236572
data,1241953800,0.0216935483871;0.0227769317354
data,1241954100,0.0217403846154;0.0230157164464
data,1241954100,0.0217452229299;0.0231463318949
data,1241954100,0.0217405063291;0.0232452438153
data,1241954100,0.0217452830189;0.0233518255709
data,1241954400,0.0217625;0.0234525182622
data,1241954400,0.0217826086957;0.0235915045148
data,1241954400,0.0218148148148;0.0239131806423
data,1241954400,0.0218404907975;0.0238871473354
data,1241954700,0.0218841463415;0.0237324031394
data,1241954700,0.0218787878788;0.0236664395019
data,1241954700,0.021921686747;0.0236773954865
data,1241954700,0.0219910179641;0.0238955946327
data,1241955000,0.0220029761905;0.0238849622228
data,1241955000,0.0220295857988;0.0239350421136
data,1241955000,0.0220441176471;0.024026013127
data,1241955000,0.0220584795322;0.0240732978023
data,1241955300,0.0220755813953;0.0241071428571
data,1241955300,0.0221213872832;0.0240336233943
data,1241955300,0.022158045977;0.0240630699535
data,1241955300,0.0221685714286;0.02405337391
data,1241955600,0.0222159090909;0.0241574014785
data,1241955600,0.0222598870056;0.0241968162084
data,1241955600,0.0222921348315;0.0242553436654
data,1241955600,0.0223491620112;0.0244671097868
data,1241955900,0.0223666666667;0.0244779185211
data,1241955900,0.0224033149171;0.0245036868973
data,1241955900,0.022467032967;0.0246461000508
data,1241955900,0.0225;0.0248193176088
data,1241956200,0.0225163043478;0.0247745239951
data,1241956200,0.0225405405405;0.0248185696083
data,1241956200,0.0225591397849;0.0249076982421
data,1241956200,0.022614973262;0.0249451754386
data,1241956200,0.0226382978723;0.0250081726054
data,1241956500,0.022671957672;0.0250284414107
data,1241956500,0.0226973684211;0.025018871994
data,1241956500,0.0227434554974;0.0251943178772
data,1241956500,0.0227760416667;0.0251465103889
data,1241956800,0.0227720207254;0.0251059322034
data,1241956800,0.0227809278351;0.0250618648976
data,1241956800,0.0228179487179;0.0249829780548
data,1241956800,0.0228086734694;0.024963518866
data,1241956800,0.0228527918782;0.0250933222729
data,1241957100,0.0228863636364;0.025176701233
data,1241957100,0.022932160804;0.0251514218253
data,1241957100,0.02298;0.0251774679536
data,1241957100,0.0230099502488;0.0255120191086
data,1241957400,0.0230297029703;0.025472556353
data,1241957400,0.0230886699507;0.0254399195576
data,1241957400,0.0231323529412;0.0253614126357
data,1241957400,0.0231268292683;0.0254241504552
data,1241957400,0.0231529126214;0.0254874789666
data,1241957700,0.0231884057971;0.0254958901413
data,1241957700,0.0232139423077;0.0255644252902
data,1241957700,0.0232488038278;0.0256035113387
data,1241957700,0.0232976190476;0.0256186317322
data,1241957700,0.023327014218;0.0256447406549
data,1241958000,0.023358490566;0.0257384778216
data,1241958000,0.0233896713615;0.0258975586405
data,1241958000,0.0234275700935;0.0258657647787
data,1241958000,0.0234488372093;0.0260824204486
data,1241958000,0.0234976851852;0.0260586319218
data,1241958300,0.0235253456221;0.0262267343486
data,1241958300,0.0235527522936;0.0261410400299
data,1241958300,0.023600456621;0.0262545386835
data,1241958300,0.0236272727273;0.0262804171495
data,1241958300,0.0236470588235;0.0264906774968
data,1241958300,0.0236779279279;0.0265092345861
data,1241958600,0.023697309417;0.0264649419508
data,1241958600,0.0236964285714;0.0264499681326
data,1241958600,0.0237155555556;0.0264708548636
data,1241958600,0.02375;0.0264345001804
data,1241958600,0.0237775330396;0.0264600179695
data,1241958900,0.023798245614;0.0264699306953
data,1241958900,0.0238537117904;0.0264095484101
data,1241958900,0.0238673913043;0.0263507528787
data,1241958900,0.0238766233766;0.0263587076299
data,1241958900,0.0239051724138;0.0264947142168
data,1241959200,0.0239077253219;0.0265123389386
data,1241959200,0.0239252136752;0.0265559805285
data,1241959200,0.0239787234043;0.0266470562789
data,1241959200,0.0239894067797;0.026650019374
data,1241959200,0.0240021097046;0.026616947409
data,1241959200,0.0240336134454;0.0266166183245
data,1241959500,0.0240606694561;0.0265437866304
data,1241959500,0.0240916666667;0.0266362252664
data,1241959500,0.0240995850622;0.0266801329798
data,1241959500,0.0241136363636;0.026654373245
data,1241959500,0.0241419753086;0.0267573885457
data,1241959800,0.0241454918033;0.026728187222
data,1241959800,0.0241693877551;0.0267417311752
data,1241959800,0.0241768292683;0.0266837134491
data,1241959800,0.0242368421053;0.0266918528252
data,1241959800,0.0242681451613;0.0267893660532
data,1241959800,0.0243112449799;0.0269158726281
data,1241960100,0.024342;0.0269601881132
data,1241960100,0.0243844621514;0.0270815675828
data,1241960100,0.0244166666667;0.0271411338963
data,1241960100,0.0244486166008;0.0271417133707
data,1241960100,0.0244488188976;0.0270906479413
data,1241960100,0.0244607843137;0.027221427436
data,1241960400,0.0244765625;0.0271564862832
data,1241960400,0.0245038910506;0.0272508577513
data,1241960400,0.024515503876;0.0271830930589
data,1241960400,0.0245675675676;0.0273147061125
data,1241960400,0.0245826923077;0.0272978980618
data,1241960400,0.0245938697318;0.0273009708738
data,1241960700,0.0246125954198;0.0274735905274
data,1241960700,0.0246349809886;0.0275144508671
data,1241960700,0.0246477272727;0.0275134305449
data,1241960700,0.0246811320755;0.0274689589303
data,1241960700,0.024704887218;0.0275239835541
data,1241960700,0.0247584269663;0.027462731859
data,1241961000,0.0247854477612;0.0275426930633
data,1241961000,0.0248066914498;0.0274379916444
data,1241961000,0.0248203703704;0.0273566496548
data,1241961000,0.0248450184502;0.0273240384256
data,1241961000,0.0248933823529;0.027327897539
data,1241961000,0.0249120879121;0.0273779492506
data,1241961300,0.0249397810219;0.0274985215849
data,1241961300,0.0249563636364;0.027528337995
data,1241961300,0.0249981884058;0.0277146418359
data,1241961300,0.0250072202166;0.0277098316965
data,1241961300,0.0250125899281;0.0277111062623
data,1241961300,0.0250197132616;0.0277133748732
data,1241961300,0.0250571428571;0.027753717338
data,1241961600,0.0250622775801;0.027639003702
data,1241961600,0.0250975177305;0.0276783156689
data,1241961600,0.0251060070671;0.0276103164128
data,1241961600,0.0251161971831;0.0276967930029
data,1241961600,0.0251210526316;0.0276074706737
data,1241961600,0.0251311188811;0.0277120768172
data,1241961900,0.025137630662;0.027622365319
data,1241961900,0.0251510416667;0.0276783834982
data,1241961900,0.0251626297578;0.0277204879924
data,1241961900,0.0251982758621;0.0277264969173
data,1241961900,0.0252010309278;0.0278567959481
data,1241961900,0.0251917808219;0.0278037140782
data,1241962200,0.0252218430034;0.0278611082376
data,1241962200,0.0252534013605;0.0278941944349
data,1241962200,0.0252576271186;0.0278490540217
data,1241962200,0.0252635135135;0.0278194463385
data,1241962200,0.0252575757576;0.0277976008428
data,1241962200,0.0252583892617;0.0278050597758
data,1241962200,0.0252692307692;0.0277955810423
data,1241962500,0.025285;0.0278721043607
data,1241962500,0.0253056478405;0.02787176309
data,1241962500,0.025321192053;0.0278714242798
data,1241962500,0.0253415841584;0.0279403938265
data,1241962500,0.0253766447368;0.0280088832908
data,1241962500,0.025393442623;0.0280624049712
data,1241962500,0.025408496732;0.028162055336
data,1241962800,0.0254071661238;0.0282244830981
data,1241962800,0.0254318181818;0.0282302911351
data,1241962800,0.0254401294498;0.0283283348546
data,1241962800,0.0254370967742;0.0282994346611
data,1241962800,0.0254437299035;0.0282456594973
data,1241962800,0.0254663461538;0.0282022290422
data,1241962800,0.0254888178914;0.0282429473142
data,1241963100,0.0255143312102;0.028378812199
data,1241963100,0.0255222222222;0.0284636049635
data,1241963100,0.0255379746835;0.0285277149141
data,1241963100,0.0255615141956;0.0285496522595
data,1241963100,0.0255440251572;0.0284981476204
