
New Run at  04/26/2018 14:23:33
, Time,RandomCTR;GOBLinCTR
data,1241954700,0.0218787878788;0.0238741517582
data,1241954700,0.021921686747;0.0238109849647
data,1241954700,0.0219910179641;0.0238676596264
data,1241955000,0.0220029761905;0.0239106687705
data,1241955000,0.0220295857988;0.0239300783605
data,1241955000,0.0220441176471;0.0239549646664
data,1241955000,0.0220584795322;0.0240009528914
data,1241955300,0.0220755813953;0.0241448692153
data,1241955300,0.0221213872832;0.0241608371054
data,1241955300,0.022158045977;0.0242477359042
data,1241955300,0.0221685714286;0.0242118097892
data,1241955600,0.0222159090909;0.0242354298904
data,1241955600,0.0222598870056;0.024451842498
data,1241955600,0.0222921348315;0.0244529509227
data,1241955600,0.0223491620112;0.0249943194728
data,1241955900,0.0223666666667;0.0250989259469
data,1241955900,0.0224033149171;0.0250547722038
data,1241955900,0.022467032967;0.0250781948168
data,1241955900,0.0225;0.0251764575113
data,1241956200,0.0225163043478;0.0253591160221
data,1241956200,0.0225405405405;0.0253818261729
data,1241956200,0.0225591397849;0.025353805803
data,1241956200,0.022614973262;0.0254306363093
data,1241956200,0.0226382978723;0.0254955976881
data,1241956500,0.022671957672;0.0255102040816
data,1241956500,0.0226973684211;0.0255012028869
data,1241956500,0.0227434554974;0.025585106383
data,1241956500,0.0227760416667;0.0256573030736
data,1241956800,0.0227720207254;0.0256747514074
data,1241956800,0.0227809278351;0.0255806654112
data,1241956800,0.0228179487179;0.0255916775033
data,1241956800,0.0228086734694;0.0255255255255
data,1241956800,0.0228527918782;0.0257044248699
data,1241957100,0.0228863636364;0.025827610946
data,1241957100,0.022932160804;0.0257377299832
data,1241957100,0.02298;0.0258489609731
data,1241957100,0.0230099502488;0.0260808152146
data,1241957400,0.0230297029703;0.0260900105364
data,1241957400,0.0230886699507;0.0260952000798
data,1241957400,0.0231323529412;0.0260088350623
data,1241957400,0.0231268292683;0.0260131299669
data,1241957400,0.0231529126214;0.0260173776447
data,1241957700,0.0231884057971;0.0259315329394
data,1241957700,0.0232139423077;0.0260024301337
data,1241957700,0.0232488038278;0.0261744641734
data,1241957700,0.0232976190476;0.0263246546995
data,1241957700,0.023327014218;0.0265414650505
data,1241958000,0.023358490566;0.0265693569929
data,1241958000,0.0233896713615;0.0265629446922
data,1241958000,0.0234275700935;0.0264972605328
data,1241958000,0.0234488372093;0.0265274446169
data,1241958000,0.0234976851852;0.0265905154253
data,1241958300,0.0235253456221;0.026848140207
data,1241958300,0.0235527522936;0.0269568041572
data,1241958300,0.023600456621;0.0269758418403
data,1241958300,0.0236272727273;0.0269375746989
data,1241958300,0.0236470588235;0.0270517691216
data,1241958300,0.0236779279279;0.0271550938582
data,1241958600,0.023697309417;0.0272426453923
data,1241958600,0.0236964285714;0.0273330025709
data,1241958600,0.0237155555556;0.0272963993894
data,1241958600,0.02375;0.027210580403
data,1241958600,0.0237775330396;0.0273010226767
data,1241958900,0.023798245614;0.0272996770054
data,1241958900,0.0238537117904;0.0273163854254
data,1241958900,0.0238673913043;0.0272615708275
data,1241958900,0.0238766233766;0.0272687609075
data,1241958900,0.0239051724138;0.0273942867066
data,1241959200,0.0239077253219;0.027489626556
data,1241959200,0.0239252136752;0.0274992468907
data,1241959200,0.0239787234043;0.0275862068966
data,1241959200,0.0239894067797;0.0275526742301
data,1241959200,0.0240021097046;0.0275583864119
data,1241959200,0.0240336134454;0.0274771728103
data,1241959500,0.0240606694561;0.0274353040185
data,1241959500,0.0240916666667;0.0275659824047
data,1241959500,0.0240995850622;0.0276028853771
data,1241959500,0.0241136363636;0.0276082534147
data,1241959500,0.0241419753086;0.0278030616467
data,1241959800,0.0241454918033;0.0277251380077
data,1241959800,0.0241693877551;0.0278176670906
data,1241959800,0.0241768292683;0.0277857230417
data,1241959800,0.0242368421053;0.0278275020342
data,1241959800,0.0242681451613;0.027993842165
data,1241959800,0.0243112449799;0.0280815009078
data,1241960100,0.024342;0.028129395218
data,1241960100,0.0243844621514;0.0283622689815
data,1241960100,0.0244166666667;0.0283413720254
data,1241960100,0.0244486166008;0.0283209710047
data,1241960100,0.0244488188976;0.0283048703352
data,1241960100,0.0244607843137;0.0282688294815
data,1241960400,0.0244765625;0.0282589950615
data,1241960400,0.0245038910506;0.0283505154639
data,1241960400,0.024515503876;0.0283613445378
data,1241960400,0.0245675675676;0.0285082615778
data,1241960400,0.0245826923077;0.0286111970306
data,1241960400,0.0245938697318;0.0287376247159
data,1241960700,0.0246125954198;0.0289387833429
data,1241960700,0.0246349809886;0.028974427583
data,1241960700,0.0246477272727;0.0291317593298
data,1241960700,0.0246811320755;0.0290569759502
data,1241960700,0.024704887218;0.0290550496845
data,1241960700,0.0247584269663;0.0291459557162
data,1241961000,0.0247854477612;0.029220901009
data,1241961000,0.0248066914498;0.0291777188329
data,1241961000,0.0248203703704;0.0291598391181
data,1241961000,0.0248450184502;0.0292885478071
data,1241961000,0.0248933823529;0.0293715594636
data,1241961000,0.0249120879121;0.0294853861444
data,1241961300,0.0249397810219;0.0295347813326
data,1241961300,0.0249563636364;0.0294483010596
data,1241961300,0.0249981884058;0.0295905368517
data,1241961300,0.0250072202166;0.0296484233418
data,1241961300,0.0250125899281;0.0296389891697
data,1241961300,0.0250197132616;0.0297321589071
data,1241961300,0.0250571428571;0.0298405874978
data,1241961600,0.0250622775801;0.0297969525033
data,1241961600,0.0250975177305;0.0298783524223
data,1241961600,0.0251060070671;0.0298893773933
data,1241961600,0.0251161971831;0.0298628781453
data,1241961600,0.0251210526316;0.0298633610368
data,1241961600,0.0251311188811;0.0299214255648
data,1241961900,0.025137630662;0.0299112446712
data,1241961900,0.0251510416667;0.0299261426979
data,1241961900,0.0251626297578;0.029956956401
data,1241961900,0.0251982758621;0.0300231745702
data,1241961900,0.0252010309278;0.0300420312823
data,1241961900,0.0251917808219;0.0300439500069
data,1241962200,0.0252218430034;0.0301889375685
data,1241962200,0.0252534013605;0.030262708973
data,1241962200,0.0252576271186;0.0303957568339
data,1241962200,0.0252635135135;0.0304580566472
data,1241962200,0.0252575757576;0.0304616527642
data,1241962200,0.0252583892617;0.0305222775609
data,1241962200,0.0252692307692;0.0305143853531
data,1241962500,0.025285;0.0306129269434
data,1241962500,0.0253056478405;0.0305806322662
data,1241962500,0.025321192053;0.0306630384284
data,1241962500,0.0253415841584;0.0308170485732
data,1241962500,0.0253766447368;0.0307864724108
data,1241962500,0.025393442623;0.030789957939
data,1241962500,0.025408496732;0.0309706989687
data,1241962800,0.0254071661238;0.0309237995825
data,1241962800,0.0254318181818;0.0310762929493
data,1241962800,0.0254401294498;0.0310323604678
data,1241962800,0.0254370967742;0.0309947373519
data,1241962800,0.0254437299035;0.0309725974527
data,1241962800,0.0254663461538;0.0310465377337
data,1241962800,0.0254888178914;0.0309723198875
data,1241963100,0.0255143312102;0.0310020710531
data,1241963100,0.0255222222222;0.0310207969519
data,1241963100,0.0255379746835;0.0310452862432
data,1241963100,0.0255615141956;0.0310864493348
data,1241963100,0.0255440251572;0.0310986730394
data,1241963100,0.0255830721003;0.031156944488
data,1241963400,0.0256;0.0311327831958
data,1241963400,0.0256261682243;0.0312402666168
data,1241963400,0.0256444099379;0.0312858872094
data,1241963400,0.0256455108359;0.0312751345666
data,1241963400,0.0256589506173;0.0314370333806
data,1241963400,0.0256738461538;0.03149509427
data,1241963400,0.0256809815951;0.0315918492416
data,1241963700,0.0256911314985;0.0315811978864
data,1241963700,0.0257225609756;0.0315962498478
data,1241963700,0.0257370820669;0.0315469864885
data,1241963700,0.0257742424242;0.0316168461818
data,1241963700,0.0257658610272;0.0316627465171
data,1241963700,0.0257665662651;0.031692575999
data,1241963700,0.0257762762763;0.0317298464491
data,1241964000,0.0257784431138;0.0318238918466
data,1241964000,0.0257850746269;0.0317848410758
data,1241964000,0.0258020833333;0.0317823695555
data,1241964000,0.0258115727003;0.0318335408145
data,1241964000,0.0258047337278;0.0317919929088
data,1241964000,0.0258230088496;0.0319455894477
data,1241964000,0.0258220588235;0.0319086479187
data,1241964300,0.0258196480938;0.0319775103224
data,1241964300,0.0258377192982;0.0320282619486
data,1241964300,0.0258367346939;0.0320654706431
data,1241964300,0.0258604651163;0.0321728273179
data,1241964300,0.0258797101449;0.0323953447976
data,1241964300,0.0258930635838;0.032411683214
data,1241964300,0.0259265129683;0.032469775475
data,1241964600,0.0259396551724;0.0325394548063
data,1241964600,0.0259541547278;0.0326391670004
data,1241964600,0.0259657142857;0.0326750756235
data,1241964600,0.0259800569801;0.0327556276502
data,1241964600,0.0260127840909;0.0327999092044
data,1241964600,0.0260169971671;0.0328467153285
data,1241964600,0.026040960452;0.032836831415
data,1241964600,0.0260394366197;0.0327735111261
data,1241964900,0.0260716292135;0.0327142135683
data,1241964900,0.0260966386555;0.0327923894796
data,1241964900,0.0261145251397;0.0327685823541
data,1241964900,0.0261309192201;0.0328220261129
data,1241964900,0.0261277777778;0.0328578564689
data,1241964900,0.0261675900277;0.0329320603293
data,1241964900,0.0261878453039;0.0329433837325
data,1241965200,0.0261955922865;0.033008747318
data,1241965200,0.0262142857143;0.0331852339422
data,1241965200,0.0262287671233;0.0331819673925
data,1241965200,0.0262349726776;0.0332387293964
data,1241965200,0.0262506811989;0.0332335329341
data,1241965200,0.0262663043478;0.0333016691546
data,1241965200,0.0262737127371;0.0332945348239
data,1241965500,0.0263013513514;0.0333459336861
data,1241965500,0.0262991913747;0.0333979745744
data,1241965500,0.026313172043;0.0334765100671
data,1241965500,0.0263257372654;0.0334627225271
data,1241965500,0.026320855615;0.0335290977042
data,1241965500,0.0263386666667;0.0335091364339
data,1241965500,0.026352393617;0.0335395809544
data,1241965500,0.0263633952255;0.0335195530726
data,1241965800,0.0263743386243;0.0336447118429
data,1241965800,0.0263878627968;0.0336720724516
data,1241965800,0.0264052631579;0.0336405893012
data,1241965800,0.0264199475066;0.0336345776031
data,1241965800,0.0264410994764;0.0337017007602
data,1241965800,0.0264334203655;0.0336791616704
data,1241965800,0.0264388020833;0.033673097925
data,1241966100,0.0264441558442;0.0336600798714
data,1241966100,0.0264779792746;0.0337221029765
data,1241966100,0.026488372093;0.0337209002552
data,1241966100,0.0264884020619;0.0337148000514
data,1241966100,0.0264897172237;0.0336531062433
data,1241966100,0.0265;0.0337621812415
data,1241966100,0.0265281329923;0.0337772335323
data,1241966100,0.026556122449;0.0337770763866
data,1241966400,0.026558524173;0.0337657721699
data,1241966400,0.026576142132;0.0337824149109
data,1241966400,0.0265772151899;0.0337998282221
data,1241966400,0.0265909090909;0.0337761197792
data,1241966400,0.0265780856423;0.0337683236529
data,1241966400,0.0265929648241;0.0337075835798
data,1241966400,0.0266027568922;0.0337707786527
data,1241966700,0.02662;0.033761376387
data,1241966700,0.0266246882793;0.0339143191029
data,1241966700,0.0266368159204;0.033913863253
data,1241966700,0.0266439205955;0.0339645995792
data,1241966700,0.0266534653465;0.0340230112093
data,1241966700,0.0266481481481;0.0340545069243
data,1241966700,0.0266551724138;0.0340495623955
data,1241966700,0.0266609336609;0.034109021358
data,1241967000,0.0266924019608;0.0343461030383
data,1241967000,0.0267053789731;0.0344314299658
data,1241967000,0.0267207317073;0.0344894730437
data,1241967000,0.0267238442822;0.0346745016147
data,1241967000,0.0267439320388;0.0347733436652
data,1241967000,0.0267493946731;0.0347326216125
data,1241967000,0.0267620772947;0.0347245650393
data,1241967300,0.0267734939759;0.0347098697178
data,1241967300,0.0267752403846;0.0347265493937
data,1241967300,0.0267853717026;0.0347004663398
data,1241967300,0.0267822966507;0.0347180796488
data,1241967300,0.0267971360382;0.0347035441411
data,1241967300,0.0267892857143;0.0347072098824
data,1241967300,0.0268123515439;0.0346985210466
data,1241967300,0.0268281990521;0.0346872710947
data,1241967600,0.0268274231678;0.0347241867044
data,1241967600,0.0268278301887;0.0346789551642
data,1241967600,0.0268352941176;0.0346728599245
data,1241967600,0.0268356807512;0.034689387201
data,1241967600,0.0268407494145;0.0346526561588
data,1241967600,0.0268551401869;0.034598448312
data,1241967600,0.0268706293706;0.0345853477129
data,1241967600,0.0268953488372;0.0346562195744
data,1241967900,0.0269025522042;0.0346892995074
data,1241967900,0.0269050925926;0.0346776798486
data,1241967900,0.02692147806;0.0347081568772
data,1241967900,0.026918202765;0.0346498277842
data,1241967900,0.0269264367816;0.0346692330607
data,1241967900,0.0269208715596;0.0346744127536
data,1241967900,0.0269199084668;0.0346943430657
data,1241967900,0.0269212328767;0.0347056280012
data,1241968200,0.0269362186788;0.0347332576617
data,1241968200,0.0269511363636;0.034880297162
data,1241968200,0.0269512471655;0.0348569103486
data,1241968200,0.0269728506787;0.0349377481054
data,1241968200,0.0269717832957;0.0348978489785
data,1241968200,0.0269842342342;0.034889986529
data,1241968200,0.0269988764045;0.0349183595762
data,1241968500,0.0270078475336;0.0349775383859
data,1241968500,0.0270313199105;0.035056791556
data,1241968500,0.0270424107143;0.0350505815767
data,1241968500,0.0270512249443;0.0350412708301
data,1241968500,0.0270522222222;0.0350733007552
data,1241968500,0.0270742793792;0.0350526899612
data,1241968500,0.0270884955752;0.0350678983629
data,1241968500,0.0270894039735;0.0350252234711
data,1241968800,0.0271002202643;0.0351257014094
data,1241968800,0.0271076923077;0.035233457462
data,1241968800,0.0271271929825;0.0353334359403
data,1241968800,0.0271444201313;0.0353953171973
data,1241968800,0.0271615720524;0.0353990054982
data,1241968800,0.0271819172113;0.0355698388754
data,1241968800,0.027202173913;0.0356527241387
data,1241968800,0.0272093275488;0.0357524129066
data,1241969100,0.0272229437229;0.035839331927
data,1241969100,0.0272408207343;0.0359367201233
data,1241969100,0.027255387931;0.0360537883545
data,1241969100,0.0272623655914;0.0361341632089
data,1241969100,0.027275751073;0.036244852196
data,1241969100,0.0272890792291;0.0362869379937
data,1241969100,0.0272938034188;0.0363179484977
data,1241969100,0.0273070362473;0.0363901330876
data,1241969400,0.0273191489362;0.0364880761416
data,1241969400,0.0273333333333;0.0364882464718
data,1241969400,0.0273569915254;0.0365352250698
data,1241969400,0.0273636363636;0.0366022246326
data,1241969400,0.0273691983122;0.0366203163146
data,1241969400,0.0273789473684;0.0366778196603
data,1241969400,0.0273991596639;0.0367490120665
data,1241969700,0.0274067085954;0.0369363101638
data,1241969700,0.0274225941423;0.037030023775
data,1241969700,0.0274248434238;0.0370253696237
data,1241969700,0.0274395833333;0.0370750723058
data,1241969700,0.0274563409563;0.0371849837917
data,1241969700,0.027479253112;0.0372634521897
data,1241969700,0.0274896480331;0.0373170071427
data,1241969700,0.027492768595;0.0373072286653
data,1241970000,0.0274948453608;0.0373397502386
data,1241970000,0.0275144032922;0.0373046268502
data,1241970000,0.0275338809035;0.0374333760278
data,1241970000,0.0275368852459;0.0375126244409
data,1241970000,0.0275357873211;0.0375724920824
data,1241970000,0.027556122449;0.037684729064
data,1241970000,0.0275692464358;0.0376941041504
data,1241970000,0.0275731707317;0.0377640107138
data,1241970300,0.027569979716;0.0378070676569
data,1241970300,0.0275779352227;0.0379494279083
data,1241970300,0.0275838383838;0.0379481970543
data,1241970300,0.0275715725806;0.0379803305282
data,1241970300,0.0275965794769;0.0380842586413
data,1241970300,0.0276104417671;0.0381844235
data,1241970300,0.027622244489;0.0381562512591
data,1241970300,0.027622;0.0381607254157
data,1241970600,0.027629740519;0.038220010834
data,1241970600,0.0276444223108;0.0383568225496
data,1241970600,0.0276491053678;0.0384008311522
data,1241970600,0.0276597222222;0.0384093809828
data,1241970600,0.0276663366337;0.0384714897005
data,1241970600,0.0276729249012;0.0384623025728
data,1241970600,0.0276873767258;0.0384844041061
data,1241970600,0.0276988188976;0.0385619880495
data,1241970900,0.0277229862475;0.0387091677529
data,1241970900,0.0277343137255;0.0387815457413
data,1241970900,0.0277455968689;0.0387946305554
data,1241970900,0.0277470703125;0.038796236274
data,1241970900,0.027753411306;0.0388505566881
data,1241970900,0.0277538910506;0.0388761714699
data,1241970900,0.0277660194175;0.03897473968
data,1241971200,0.0277800387597;0.0390516854809
data,1241971200,0.0277843326886;0.039179068184
data,1241971200,0.0277953667954;0.0393093670493
data,1241971200,0.0278150289017;0.039408389548
data,1241971200,0.0278115384615;0.0393591083246
data,1241971200,0.0278262955854;0.039345592212
data,1241971200,0.0278477011494;0.0394424845295
data,1241971200,0.0278632887189;0.0395144379677
data,1241971500,0.0278778625954;0.0395469379919
data,1241971500,0.0278771428571;0.0395102416218
data,1241971500,0.027897338403;0.0395026303204
data,1241971500,0.0279041745731;0.0395372367843
data,1241971500,0.0279337121212;0.0397171771074
data,1241971500,0.0279262759924;0.0396591406235
data,1241971500,0.0279462264151;0.0397759635466
data,1241971500,0.0279472693032;0.039843809235
data,1241971800,0.0279577067669;0.039869120345
data,1241971800,0.0279709193246;0.0399320626533
data,1241971800,0.0279934456929;0.0399962321025
data,1241971800,0.0280177570093;0.0401466716811
data,1241971800,0.0280307835821;0.0401846881511
data,1241971800,0.0280372439479;0.0403065622306
data,1241971800,0.0280427509294;0.0403186595355
data,1241971800,0.0280584415584;0.0403167074378
data,1241972100,0.0280574074074;0.0402752139621
data,1241972100,0.028061922366;0.0403156758367
data,1241972100,0.0280599630996;0.0403344170924
data,1241972100,0.0280718232044;0.0404087233885
data,1241972100,0.0280735294118;0.0404672430071
data,1241972100,0.0280834862385;0.0405330474641
data,1241972100,0.0280915750916;0.0405512610003
data,1241972100,0.0280959780622;0.0406216624314
data,1241972400,0.0281076642336;0.0405931860781
data,1241972400,0.0281083788707;0.040572267058
data,1241972400,0.0281090909091;0.0405764195338
data,1241972400,0.0281306715064;0.0406062600556
data,1241972400,0.0281413043478;0.0407403351221
data,1241972400,0.0281482820976;0.0407713197368
data,1241972400,0.0281498194946;0.0408360011641
data,1241972700,0.0281459459459;0.0408418988123
data,1241972700,0.028148381295;0.0409850930325
data,1241972700,0.0281642728905;0.0410894406114
data,1241972700,0.0281666666667;0.041087962963
data,1241972700,0.0281771019678;0.0410488866415
data,1241972700,0.02818125;0.0411349051842
data,1241972700,0.0281844919786;0.0411419730877
data,1241972700,0.0281903914591;0.0411824925017
data,1241973000,0.028201598579;0.0411772090604
data,1241973000,0.0282171985816;0.041187842337
data,1241973000,0.0282300884956;0.0412153708668
data,1241973000,0.0282376325088;0.0412185421014
data,1241973000,0.028246031746;0.0412543603616
data,1241973000,0.02825;0.0413594613321
data,1241973000,0.0282565905097;0.0413799219581
data,1241973000,0.0282631578947;0.0414195946544
data,1241973300,0.0282828371278;0.0415326997138
data,1241973300,0.028291958042;0.0416453620608
data,1241973300,0.0283071553229;0.04172606163
data,1241973300,0.0282952961672;0.0417757321294
data,1241973300,0.0283052173913;0.0419034589209
data,1241973300,0.0283229166667;0.0419103996637
data,1241973300,0.0283310225303;0.0419769922025
data,1241973300,0.0283373702422;0.042004048583
data,1241973600,0.0283411053541;0.0420282279143
data,1241973600,0.0283482758621;0.0420211932975
data,1241973600,0.0283640275387;0.0420162228823
data,1241973600,0.028368556701;0.0419765929779
data,1241973600,0.0283687821612;0.0420437046906
data,1241973600,0.0283724315068;0.0420819873201
data,1241973600,0.0283786324786;0.0421718957518
data,1241973600,0.0283941979522;0.0422312128777
data,1241973900,0.0284080068143;0.0423268602853
data,1241973900,0.0284277210884;0.0424071913813
data,1241973900,0.0284388794567;0.042418015241
data,1241973900,0.02845;0.0424800847892
data,1241973900,0.0284627749577;0.0425455662503
data,1241973900,0.0284721283784;0.0425100524773
data,1241973900,0.0284831365936;0.0425398013335
data,1241973900,0.0285;0.0425680035318
data,1241974200,0.0285168067227;0.0425589636638
data,1241974200,0.0285276845638;0.0425906490165
data,1241974200,0.0285435510888;0.0426251119712
data,1241974200,0.0285643812709;0.0427219194493
data,1241974200,0.0285767946578;0.0427120014827
data,1241974200,0.0285866666667;0.0427432377876
data,1241974200,0.028622296173;0.0427643177354
data,1241974200,0.0286470099668;0.0428006435179
data,1241974500,0.0286666666667;0.0428870117923
data,1241974500,0.0286821192053;0.0430121890132
data,1241974500,0.0287082644628;0.0430505535548
data,1241974500,0.0287227722772;0.0430252492469
data,1241974500,0.0287240527183;0.0429623227908
data,1241974500,0.0287360197368;0.0429950568955
data,1241974500,0.0287528735632;0.04306861836
data,1241974500,0.028768852459;0.0431030206835
data,1241974800,0.0287798690671;0.0431237931774
data,1241974800,0.0287916666667;0.0431581201509
data,1241974800,0.0288075040783;0.0431965797912
data,1241974800,0.0288306188925;0.0432926729162
data,1241974800,0.0288528455285;0.0434084128389
