
New Run at  04/26/2018 14:23:36
, Time,RandomCTR;CoLinUCBCTR
data,1241946300,0.0222195121951;0.0234747524147
data,1241946600,0.0222590361446;0.0234526112186
data,1241946600,0.0222023809524;0.0233973976364
data,1241946900,0.0221823529412;0.0232503245604
data,1241946900,0.0221337209302;0.023201585636
data,1241946900,0.0221379310345;0.0229594765239
data,1241947200,0.0220170454545;0.0227040526734
data,1241947200,0.0219775280899;0.0227680574249
data,1241947200,0.0219388888889;0.0227247533533
data,1241947500,0.0218571428571;0.0225308979547
data,1241947500,0.0218532608696;0.0225945945946
data,1241947800,0.0218279569892;0.0226859283039
data,1241947800,0.021835106383;0.0226959380634
data,1241947800,0.0218105263158;0.0228679324452
data,1241948100,0.0217760416667;0.0227721742747
data,1241948100,0.0216958762887;0.0228512609367
data,1241948100,0.0216632653061;0.02294045677
data,1241948400,0.0216666666667;0.0231149692137
data,1241948400,0.021665;0.023669230001
data,1241948400,0.0216485148515;0.0236539984165
data,1241948700,0.0216078431373;0.0234221873775
data,1241948700,0.021567961165;0.0232896652111
data,1241949000,0.0215576923077;0.023448010763
data,1241949000,0.0215238095238;0.0234241096934
data,1241949000,0.0214952830189;0.0233896067151
data,1241949300,0.0215046728972;0.0234360410831
data,1241949300,0.0214722222222;0.0233290131457
data,1241949300,0.0214449541284;0.0232088799193
data,1241949600,0.0214681818182;0.023733745567
data,1241949600,0.021481981982;0.0238803280166
data,1241949600,0.0214642857143;0.0239628040057
data,1241949900,0.0214469026549;0.0238411769919
data,1241949900,0.0214210526316;0.023811615851
data,1241949900,0.021352173913;0.0237119693139
data,1241950200,0.021400862069;0.023739640884
data,1241950200,0.0213760683761;0.023799332249
data,1241950500,0.0213855932203;0.0238458927359
data,1241950500,0.0213991596639;0.0239798064788
data,1241950500,0.0213791666667;0.0238571905239
data,1241950800,0.0213636363636;0.0238134612204
data,1241950800,0.0213893442623;0.0239344262295
data,1241950800,0.0213902439024;0.024013024013
data,1241951100,0.0214314516129;0.0240116420082
data,1241951100,0.021396;0.0240461686438
data,1241951100,0.0214087301587;0.0239783318729
data,1241951400,0.0214015748031;0.0240297209707
data,1241951400,0.02143359375;0.0239046947253
data,1241951400,0.0214534883721;0.0240018642225
data,1241951700,0.0214423076923;0.0239086842511
data,1241951700,0.0214160305344;0.0239681445746
data,1241951700,0.0214242424242;0.0237841945289
data,1241952000,0.0214436090226;0.0236190763658
data,1241952000,0.0214291044776;0.0238130897109
data,1241952000,0.0214037037037;0.0237759120291
data,1241952300,0.0213933823529;0.0237428107949
data,1241952300,0.021397810219;0.0236980690462
data,1241952300,0.0214347826087;0.0238216282954
data,1241952300,0.0214424460432;0.0237236804153
data,1241952600,0.0214857142857;0.0237788282481
data,1241952600,0.0214893617021;0.0238332384747
data,1241952600,0.0215246478873;0.023937296992
data,1241952900,0.021548951049;0.0239411970599
data,1241952900,0.0215833333333;0.023915461624
data,1241952900,0.0215689655172;0.0238818332413
data,1241953200,0.0215924657534;0.0242565437851
data,1241953200,0.0215816326531;0.0241628096923
data,1241953200,0.0216047297297;0.0243128250152
data,1241953500,0.0216073825503;0.0243722304284
data,1241953500,0.0216033333333;0.0246633782162
data,1241953500,0.021642384106;0.0246357615894
data,1241953500,0.0216875;0.0247010905269
data,1241953800,0.0216797385621;0.0246768507638
data,1241953800,0.0217305194805;0.024881746906
data,1241953800,0.0216935483871;0.024763619991
data,1241954100,0.0217403846154;0.0249264987856
data,1241954100,0.0217452229299;0.0249698201919
data,1241954100,0.0217405063291;0.0250488989842
data,1241954100,0.0217452830189;0.0251331870887
data,1241954400,0.0217625;0.0251635004671
data,1241954400,0.0217826086957;0.0251809688795
data,1241954400,0.0218148148148;0.0253654342218
data,1241954400,0.0218404907975;0.025442342892
data,1241954700,0.0218841463415;0.0254216721272
data,1241954700,0.0218787878788;0.0254370102471
data,1241954700,0.021921686747;0.0253581919549
data,1241954700,0.0219910179641;0.0256257449344
data,1241955000,0.0220029761905;0.0255939332899
data,1241955000,0.0220295857988;0.0256229015727
data,1241955000,0.0220441176471;0.0254564606742
data,1241955000,0.0220584795322;0.0255947879704
data,1241955300,0.0220755813953;0.0256261930931
data,1241955300,0.0221213872832;0.0255304467828
data,1241955300,0.022158045977;0.0256
data,1241955300,0.0221685714286;0.025617722238
data,1241955600,0.0222159090909;0.0256193217087
data,1241955600,0.0222598870056;0.0257489060922
data,1241955600,0.0222921348315;0.0258572545515
data,1241955600,0.0223491620112;0.0261477821573
data,1241955900,0.0223666666667;0.0262867240998
data,1241955900,0.0224033149171;0.0261886460964
data,1241955900,0.022467032967;0.0262669287899
data,1241955900,0.0225;0.0262800673291
data,1241956200,0.0225163043478;0.026455026455
data,1241956200,0.0225405405405;0.0264033487174
data,1241956200,0.0225591397849;0.0265321375187
data,1241956200,0.022614973262;0.0266914300876
data,1241956200,0.0226382978723;0.0267046654
data,1241956500,0.022671957672;0.0267079441704
data,1241956500,0.0226973684211;0.0266798934893
data,1241956500,0.0227434554974;0.0267532467532
data,1241956500,0.0227760416667;0.0266652886156
data,1241956800,0.0227720207254;0.0265850773898
data,1241956800,0.0227809278351;0.02663599182
data,1241956800,0.0228179487179;0.0265900655854
data,1241956800,0.0228086734694;0.0265795868773
data,1241956800,0.0228527918782;0.0267641129032
data,1241957100,0.0228863636364;0.0268183868866
data,1241957100,0.022932160804;0.0268626962372
data,1241957100,0.02298;0.0268419746961
data,1241957100,0.0230099502488;0.027057719844
data,1241957400,0.0230297029703;0.0269805386279
data,1241957400,0.0230886699507;0.0269477184917
data,1241957400,0.0231323529412;0.0269217662237
data,1241957400,0.0231268292683;0.0269590048884
data,1241957400,0.0231529126214;0.0270049099836
data,1241957700,0.0231884057971;0.0270865237366
data,1241957700,0.0232139423077;0.0271917710367
data,1241957700,0.0232488038278;0.0272602285118
data,1241957700,0.0232976190476;0.0273151861112
data,1241957700,0.023327014218;0.0272782759754
data,1241958000,0.023358490566;0.0273985412381
data,1241958000,0.0233896713615;0.0274998836722
data,1241958000,0.0234275700935;0.0274987269108
data,1241958000,0.0234488372093;0.0275731909409
data,1241958000,0.0234976851852;0.0275881032033
data,1241958300,0.0235253456221;0.0275534875234
data,1241958300,0.0235527522936;0.0274937514201
data,1241958300,0.023600456621;0.027508822731
data,1241958300,0.0236272727273;0.0274787152574
data,1241958300,0.0236470588235;0.0275299287091
data,1241958300,0.0236779279279;0.0277182645956
data,1241958600,0.023697309417;0.0278246955285
data,1241958600,0.0236964285714;0.027884743062
data,1241958600,0.0237155555556;0.0278096077567
data,1241958600,0.02375;0.0277704659121
data,1241958600,0.0237775330396;0.0278117359413
data,1241958900,0.023798245614;0.0277753629488
data,1241958900,0.0238537117904;0.0278739612188
data,1241958900,0.0238673913043;0.0279332013429
data,1241958900,0.0238766233766;0.0278587347848
data,1241958900,0.0239051724138;0.0280266188892
data,1241959200,0.0239077253219;0.0280858296155
data,1241959200,0.0239252136752;0.0280927398883
data,1241959200,0.0239787234043;0.0282129021391
data,1241959200,0.0239894067797;0.0282564038066
data,1241959200,0.0240021097046;0.0283530983798
data,1241959200,0.0240336134454;0.0283266087101
data,1241959500,0.0240606694561;0.0283347141674
data,1241959500,0.0240916666667;0.0283310651986
data,1241959500,0.0240995850622;0.0283309382057
data,1241959500,0.0241136363636;0.0284241953294
data,1241959500,0.0241419753086;0.0284259824883
data,1241959800,0.0241454918033;0.0284810126582
data,1241959800,0.0241693877551;0.0285633484163
data,1241959800,0.0241768292683;0.0284817764905
data,1241959800,0.0242368421053;0.0285714285714
data,1241959800,0.0242681451613;0.0284733037818
data,1241959800,0.0243112449799;0.0284009546539
data,1241960100,0.024342;0.0284491639591
data,1241960100,0.0243844621514;0.0286233171464
data,1241960100,0.0244166666667;0.0285995279308
data,1241960100,0.0244486166008;0.0287034498962
data,1241960100,0.0244488188976;0.0287297993598
data,1241960100,0.0244607843137;0.0287878787879
data,1241960400,0.0244765625;0.0287583217216
data,1241960400,0.0245038910506;0.0287234452712
data,1241960400,0.024515503876;0.0288731042427
data,1241960400,0.0245675675676;0.029032628237
data,1241960400,0.0245826923077;0.0290147933506
data,1241960400,0.0245938697318;0.0290295615168
data,1241960700,0.0246125954198;0.0293004239855
data,1241960700,0.0246349809886;0.0292808089955
data,1241960700,0.0246477272727;0.0292558192005
data,1241960700,0.0246811320755;0.0292938752575
data,1241960700,0.024704887218;0.0292207792208
data,1241960700,0.0247584269663;0.0291908374238
data,1241961000,0.0247854477612;0.0292984665531
data,1241961000,0.0248066914498;0.0291946556433
data,1241961000,0.0248203703704;0.0292137311895
data,1241961000,0.0248450184502;0.0293201392707
data,1241961000,0.0248933823529;0.0293311904153
data,1241961000,0.0249120879121;0.0293742947621
data,1241961300,0.0249397810219;0.0293477472248
data,1241961300,0.0249563636364;0.0293564714389
data,1241961300,0.0249981884058;0.0294287155104
data,1241961300,0.0250072202166;0.0294603129037
data,1241961300,0.0250125899281;0.0293938852137
data,1241961300,0.0250197132616;0.0293363714042
data,1241961300,0.0250571428571;0.0294002908111
data,1241961600,0.0250622775801;0.0293899466601
data,1241961600,0.0250975177305;0.0294262583597
data,1241961600,0.0251060070671;0.0295190015426
data,1241961600,0.0251161971831;0.0295237762482
data,1241961600,0.0251210526316;0.0294988332811
data,1241961600,0.0251311188811;0.0294627984453
data,1241961900,0.025137630662;0.0294382177944
data,1241961900,0.0251510416667;0.0294898768668
data,1241961900,0.0251626297578;0.0294825097931
data,1241961900,0.0251982758621;0.0295266150579
data,1241961900,0.0252010309278;0.0295522795523
data,1241961900,0.0251917808219;0.0294958154725
data,1241962200,0.0252218430034;0.0295663377751
data,1241962200,0.0252534013605;0.0296959459459
data,1241962200,0.0252576271186;0.0297713265753
data,1241962200,0.0252635135135;0.0298342170615
data,1241962200,0.0252575757576;0.029810298103
data,1241962200,0.0252583892617;0.0297736138432
data,1241962200,0.0252692307692;0.0298190270629
data,1241962500,0.025285;0.0298606283312
data,1241962500,0.0253056478405;0.029900990099
data,1241962500,0.025321192053;0.0299631627417
data,1241962500,0.0253415841584;0.0299314821493
data,1241962500,0.0253766447368;0.0299346405229
data,1241962500,0.025393442623;0.0299338783753
data,1241962500,0.025408496732;0.0300217454805
data,1241962800,0.0254071661238;0.0299356674102
data,1241962800,0.0254318181818;0.0300306106009
data,1241962800,0.0254401294498;0.0300324414608
data,1241962800,0.0254370967742;0.0299798212741
data,1241962800,0.0254437299035;0.029934577948
data,1241962800,0.0254663461538;0.0300388213581
data,1241962800,0.0254888178914;0.0300339348578
data,1241963100,0.0255143312102;0.0301507537688
data,1241963100,0.0255222222222;0.0301379353782
data,1241963100,0.0255379746835;0.0301955491384
data,1241963100,0.0255615141956;0.0301807718772
data,1241963100,0.0255440251572;0.0301621958827
data,1241963100,0.0255830721003;0.0301324709248
data,1241963400,0.0256;0.0301066600521
data,1241963400,0.0256261682243;0.0301616242776
data,1241963400,0.0256444099379;0.0300939473279
data,1241963400,0.0256455108359;0.030029476787
data,1241963400,0.0256589506173;0.0301981562586
data,1241963400,0.0256738461538;0.0302234705092
data,1241963400,0.0256809815951;0.0302154333009
data,1241963700,0.0256911314985;0.0303398058252
data,1241963700,0.0257225609756;0.0302764503055
data,1241963700,0.0257370820669;0.0302783558008
data,1241963700,0.0257742424242;0.0303540301737
data,1241963700,0.0257658610272;0.0303802019355
data,1241963700,0.0257665662651;0.0304116627831
data,1241963700,0.0257762762763;0.0304952500074
data,1241964000,0.0257784431138;0.0304622784359
data,1241964000,0.0257850746269;0.030528248253
data,1241964000,0.0258020833333;0.030491764567
data,1241964000,0.0258115727003;0.0304894199358
data,1241964000,0.0258047337278;0.0304754641715
data,1241964000,0.0258230088496;0.0305059959052
data,1241964000,0.0258220588235;0.0305089689369
data,1241964300,0.0258196480938;0.0304670449585
data,1241964300,0.0258377192982;0.0304692260817
data,1241964300,0.0258367346939;0.0304503878662
data,1241964300,0.0258604651163;0.0304237385983
data,1241964300,0.0258797101449;0.0305690682479
data,1241964300,0.0258930635838;0.0305586640269
data,1241964300,0.0259265129683;0.0306265563729
data,1241964600,0.0259396551724;0.0306064236408
data,1241964600,0.0259541547278;0.0305719079714
data,1241964600,0.0259657142857;0.0305728871242
data,1241964600,0.0259800569801;0.0307218359618
data,1241964600,0.0260127840909;0.0308069562276
data,1241964600,0.0260169971671;0.0308388620263
data,1241964600,0.026040960452;0.0308610830811
data,1241964600,0.0260394366197;0.0309093957856
data,1241964900,0.0260716292135;0.0308850174216
data,1241964900,0.0260966386555;0.0309060589216
data,1241964900,0.0261145251397;0.0308984093554
data,1241964900,0.0261309192201;0.0309711286089
data,1241964900,0.0261277777778;0.030987467291
data,1241964900,0.0261675900277;0.031026056396
data,1241964900,0.0261878453039;0.03111828781
data,1241965200,0.0261955922865;0.0311160848323
data,1241965200,0.0262142857143;0.0311913121581
data,1241965200,0.0262287671233;0.0312457620223
data,1241965200,0.0262349726776;0.0312415472004
data,1241965200,0.0262506811989;0.0312491567045
data,1241965200,0.0262663043478;0.0313273764668
data,1241965200,0.0262737127371;0.0313540212606
data,1241965500,0.0263013513514;0.0313830499398
data,1241965500,0.0262991913747;0.031314236899
data,1241965500,0.026313172043;0.0313348596986
data,1241965500,0.0263257372654;0.0312914698232
data,1241965500,0.026320855615;0.0313699536731
data,1241965500,0.0263386666667;0.0313440718247
data,1241965500,0.026352393617;0.0313339301701
data,1241965500,0.0263633952255;0.031411687459
data,1241965800,0.0263743386243;0.0314888493351
data,1241965800,0.0263878627968;0.0315314139542
data,1241965800,0.0264052631579;0.0315501757126
data,1241965800,0.0264199475066;0.0315581854043
data,1241965800,0.0264410994764;0.0316001966925
data,1241965800,0.0264334203655;0.0315919884369
data,1241965800,0.0264388020833;0.0315572715573
data,1241966100,0.0264441558442;0.0316078673034
data,1241966100,0.0264779792746;0.0315821828334
data,1241966100,0.026488372093;0.0316050139134
data,1241966100,0.0264884020619;0.0315883326965
data,1241966100,0.0264897172237;0.0315572833295
data,1241966100,0.0265;0.0315565356247
data,1241966100,0.0265281329923;0.0315225359589
data,1241966100,0.026556122449;0.0315802749401
data,1241966400,0.026558524173;0.0316234370676
data,1241966400,0.026576142132;0.0315903046118
data,1241966400,0.0265772151899;0.0316121442695
data,1241966400,0.0265909090909;0.031627070374
data,1241966400,0.0265780856423;0.0316368980893
data,1241966400,0.0265929648241;0.0316056254038
data,1241966400,0.0266027568922;0.0316650148662
data,1241966700,0.02662;0.0318005485409
data,1241966700,0.0266246882793;0.0318724117531
data,1241966700,0.0266368159204;0.0319376490547
data,1241966700,0.0266439205955;0.0319232467979
data,1241966700,0.0266534653465;0.032034653223
data,1241966700,0.0266481481481;0.0319925757687
data,1241966700,0.0266551724138;0.0319444444444
data,1241966700,0.0266609336609;0.0319474835886
data,1241967000,0.0266924019608;0.032062475747
data,1241967000,0.0267053789731;0.0321285140562
data,1241967000,0.0267207317073;0.03222069365
data,1241967000,0.0267238442822;0.0322922436005
data,1241967000,0.0267439320388;0.0323588055829
data,1241967000,0.0267493946731;0.0323670340201
data,1241967000,0.0267620772947;0.0323883736495
data,1241967300,0.0267734939759;0.0323642347778
data,1241967300,0.0267752403846;0.0324253598192
data,1241967300,0.0267853717026;0.0323936637614
data,1241967300,0.0267822966507;0.0323627662347
data,1241967300,0.0267971360382;0.0323975613214
data,1241967300,0.0267892857143;0.0324231277118
data,1241967300,0.0268123515439;0.0324302713889
data,1241967300,0.0268281990521;0.0324760653276
data,1241967600,0.0268274231678;0.0324272435672
data,1241967600,0.0268278301887;0.0324065420561
data,1241967600,0.0268352941176;0.0324738903394
data,1241967600,0.0268356807512;0.0324719127259
data,1241967600,0.0268407494145;0.0325171173262
data,1241967600,0.0268551401869;0.0325090302862
data,1241967600,0.0268706293706;0.032582322357
data,1241967600,0.0268953488372;0.032630001153
data,1241967900,0.0269025522042;0.0326514645988
data,1241967900,0.0269050925926;0.0325972177586
data,1241967900,0.02692147806;0.0326614750344
data,1241967900,0.026918202765;0.0326819792024
data,1241967900,0.0269264367816;0.0326912116722
data,1241967900,0.0269208715596;0.0327503468353
data,1241967900,0.0269199084668;0.0327381627606
data,1241967900,0.0269212328767;0.0327108092813
data,1241968200,0.0269362186788;0.0327198825788
data,1241968200,0.0269511363636;0.0327806064975
data,1241968200,0.0269512471655;0.0328019964478
data,1241968200,0.0269728506787;0.0328383652595
data,1241968200,0.0269717832957;0.0328470419762
data,1241968200,0.0269842342342;0.0328681478173
data,1241968200,0.0269988764045;0.0330556421794
data,1241968500,0.0270078475336;0.0330999221963
data,1241968500,0.0270313199105;0.0331418176978
data,1241968500,0.0270424107143;0.0331059834359
data,1241968500,0.0270512249443;0.0331475830348
data,1241968500,0.0270522222222;0.0331494151401
data,1241968500,0.0270742793792;0.03317838338
data,1241968500,0.0270884955752;0.0331837973347
data,1241968500,0.0270894039735;0.0331665130164
data,1241968800,0.0271002202643;0.0331704752098
data,1241968800,0.0271076923077;0.0331904845199
data,1241968800,0.0271271929825;0.0333035266406
data,1241968800,0.0271444201313;0.0334515855224
data,1241968800,0.0271615720524;0.033436828278
data,1241968800,0.0271819172113;0.0336214553411
data,1241968800,0.027202173913;0.0337066505232
data,1241968800,0.0272093275488;0.0338181975138
data,1241969100,0.0272229437229;0.0338811467465
data,1241969100,0.0272408207343;0.034053531119
data,1241969100,0.027255387931;0.0341801484787
data,1241969100,0.0272623655914;0.0343269519037
data,1241969100,0.027275751073;0.0344186642738
data,1241969100,0.0272890792291;0.034462903329
data,1241969100,0.0272938034188;0.0344959673129
data,1241969100,0.0273070362473;0.0345603532459
data,1241969400,0.0273191489362;0.0346339603457
data,1241969400,0.0273333333333;0.0346227871661
data,1241969400,0.0273569915254;0.0346668354644
data,1241969400,0.0273636363636;0.0347289499179
data,1241969400,0.0273691983122;0.0348118562119
data,1241969400,0.0273789473684;0.0348783557047
data,1241969400,0.0273991596639;0.034943366204
data,1241969700,0.0274067085954;0.0350851530666
data,1241969700,0.0274225941423;0.0352062737246
data,1241969700,0.0274248434238;0.0352466012949
data,1241969700,0.0274395833333;0.0354346245716
data,1241969700,0.0274563409563;0.0355684526894
data,1241969700,0.027479253112;0.0357364437275
data,1241969700,0.0274896480331;0.0357290290621
data,1241969700,0.027492768595;0.0357290035441
data,1241970000,0.0274948453608;0.035759083712
data,1241970000,0.0275144032922;0.0357611817809
data,1241970000,0.0275338809035;0.0359519276048
data,1241970000,0.0275368852459;0.0360170790006
data,1241970000,0.0275357873211;0.036128611332
data,1241970000,0.027556122449;0.0362419111961
data,1241970000,0.0275692464358;0.0363292990009
data,1241970000,0.0275731707317;0.0364395444044
data,1241970300,0.027569979716;0.0364526439293
data,1241970300,0.0275779352227;0.0365787189374
data,1241970300,0.0275838383838;0.0366654579153
data,1241970300,0.0275715725806;0.0367190170725
data,1241970300,0.0275965794769;0.036764410927
data,1241970300,0.0276104417671;0.0368924653695
data,1241970300,0.027622244489;0.0369311936689
data,1241970300,0.027622;0.0369505795974
data,1241970600,0.027629740519;0.0370480968307
data,1241970600,0.0276444223108;0.0371841728905
data,1241970600,0.0276491053678;0.037239738251
data,1241970600,0.0276597222222;0.0373104786034
data,1241970600,0.0276663366337;0.0374276628943
data,1241970600,0.0276729249012;0.0374226113017
data,1241970600,0.0276873767258;0.0374990162902
data,1241970600,0.0276988188976;0.0376335637964
data,1241970900,0.0277229862475;0.037856064616
data,1241970900,0.0277343137255;0.0379729491671
data,1241970900,0.0277455968689;0.0380347724165
data,1241970900,0.0277470703125;0.0380512160396
data,1241970900,0.027753411306;0.038167344635
data,1241970900,0.0277538910506;0.0381881045802
data,1241970900,0.0277660194175;0.0382594194186
data,1241971200,0.0277800387597;0.0383930644787
data,1241971200,0.0277843326886;0.0385112831303
data,1241971200,0.0277953667954;0.0386594461254
data,1241971200,0.0278150289017;0.0387781795799
data,1241971200,0.0278115384615;0.0388094095055
data,1241971200,0.0278262955854;0.0387770749473
data,1241971200,0.0278477011494;0.0388559403099
data,1241971200,0.0278632887189;0.0389895556871
data,1241971500,0.0278778625954;0.0390625
data,1241971500,0.0278771428571;0.0391090144757
data,1241971500,0.027897338403;0.0391743572215
data,1241971500,0.0279041745731;0.0392023051259
data,1241971500,0.0279337121212;0.0393837884896
data,1241971500,0.0279262759924;0.039369781237
data,1241971500,0.0279462264151;0.039522561424
data,1241971500,0.0279472693032;0.0395722730524
data,1241971800,0.0279577067669;0.0396069368506
data,1241971800,0.0279709193246;0.039687898567
data,1241971800,0.0279934456929;0.0397633667815
data,1241971800,0.0280177570093;0.0398901386346
data,1241971800,0.0280307835821;0.0400074605987
data,1241971800,0.0280372439479;0.0401429954569
data,1241971800,0.0280427509294;0.0401628071219
data,1241971800,0.0280584415584;0.0401729384695
data,1241972100,0.0280574074074;0.04014226701
data,1241972100,0.028061922366;0.0401804700357
data,1241972100,0.0280599630996;0.040235506912
data,1241972100,0.0280718232044;0.0403132197144
data,1241972100,0.0280735294118;0.040395121682
data,1241972100,0.0280834862385;0.040448199853
data,1241972100,0.0280915750916;0.0404671971836
data,1241972100,0.0280959780622;0.0405447456572
data,1241972400,0.0281076642336;0.0405378249511
data,1241972400,0.0281083788707;0.0405375834276
data,1241972400,0.0281090909091;0.0406094142488
data,1241972400,0.0281306715064;0.0406579425663
data,1241972400,0.0281413043478;0.0407867044053
data,1241972400,0.0281482820976;0.040834073081
data,1241972400,0.0281498194946;0.0409222423146
data,1241972700,0.0281459459459;0.0409685107612
data,1241972700,0.028148381295;0.0410800872434
data,1241972700,0.0281642728905;0.0411560402383
data,1241972700,0.0281666666667;0.0411613575522
data,1241972700,0.0281771019678;0.0411890282188
data,1241972700,0.02818125;0.0412406210268
data,1241972700,0.0281844919786;0.0412802230204
data,1241972700,0.0281903914591;0.0413492927095
data,1241973000,0.028201598579;0.0414039961534
data,1241973000,0.0282171985816;0.0414007643765
data,1241973000,0.0282300884956;0.0414810344522
data,1241973000,0.0282376325088;0.0414776754075
data,1241973000,0.028246031746;0.0415325860179
data,1241973000,0.02825;0.0416218029054
data,1241973000,0.0282565905097;0.0416651985483
data,1241973000,0.0282631578947;0.041748733821
data,1241973300,0.0282828371278;0.0418597304128
data,1241973300,0.028291958042;0.0419462793265
data,1241973300,0.0283071553229;0.0421104174318
data,1241973300,0.0282952961672;0.0422186152853
data,1241973300,0.0283052173913;0.0423178104148
data,1241973300,0.0283229166667;0.0423848200776
data,1241973300,0.0283310225303;0.0424046676391
data,1241973300,0.0283373702422;0.0424466167499
data,1241973600,0.0283411053541;0.0424685033919
data,1241973600,0.0283482758621;0.0424895892731
data,1241973600,0.0283640275387;0.0425752139111
data,1241973600,0.028368556701;0.0425304773056
data,1241973600,0.0283687821612;0.0425583114182
data,1241973600,0.0283724315068;0.0426269455837
data,1241973600,0.0283786324786;0.0427110281142
data,1241973600,0.0283941979522;0.042818789651
data,1241973900,0.0284080068143;0.0428964033935
data,1241973900,0.0284277210884;0.0429262806312
data,1241973900,0.0284388794567;0.042960442365
data,1241973900,0.02845;0.0430153177326
data,1241973900,0.0284627749577;0.0430816703684
data,1241973900,0.0284721283784;0.0431632756695
data,1241973900,0.0284831365936;0.0431924565287
data,1241973900,0.0285;0.0433293978749
data,1241974200,0.0285168067227;0.0432966773884
data,1241974200,0.0285276845638;0.0433817967896
data,1241974200,0.0285435510888;0.0433826737824
data,1241974200,0.0285643812709;0.0434884578015
data,1241974200,0.0285767946578;0.0434877147206
data,1241974200,0.0285866666667;0.0434964100852
data,1241974200,0.028622296173;0.0435275296627
data,1241974200,0.0286470099668;0.0435382977308
data,1241974500,0.0286666666667;0.0436710963455
data,1241974500,0.0286821192053;0.0438740486495
data,1241974500,0.0287082644628;0.0439662307565
data,1241974500,0.0287227722772;0.0439524124256
data,1241974500,0.0287240527183;0.0439114512883
data,1241974500,0.0287360197368;0.0439578531446
data,1241974500,0.0287528735632;0.0440115084258
data,1241974500,0.028768852459;0.0440556111813
data,1241974800,0.0287798690671;0.0440865676043
data,1241974800,0.0287916666667;0.0440919126666
data,1241974800,0.0288075040783;0.0441378184193
data,1241974800,0.0288306188925;0.0442607717514
data,1241974800,0.0288528455285;0.0444017643516
